,pc1,pc2,pc3,pc4,pc5,pc6,pc7,cluster
0,377.50000098455877,-0.0332572531821078,0.01116802664787291,0.06289928973293585,0.11867116699798377,-0.0921851253117806,0.07195085195093867,6
1,376.5000107948625,-0.042643934160899996,0.2195719575812873,-0.1905110402128619,0.0073233412933398495,0.03020146563957627,-0.07726868911032042,6
2,375.5000077036142,-0.03559813427622143,-0.03737260783230698,-0.10551698854788111,0.002212369840874119,0.12008578459971923,0.014723623482095638,6
3,374.4999867963428,0.01972056732653606,0.06757730290025772,0.09609022708969504,0.027013455279926858,0.03396494470954521,-0.001780701991013545,6
4,373.49999866543135,0.021915608070840007,0.006898503441358922,0.12356245273195038,-0.013330302123551735,0.06090075380311182,-0.02742478017525331,6
5,372.49999930353755,-0.015737389748089567,-0.17448583347487517,0.038694539901930725,-0.1407733777459113,0.10330732760912181,0.09647447042910275,6
6,371.5000151782248,-0.029706843671357456,-0.2027861563952184,-0.12068543463908923,0.05271876025009042,-0.02679693496897804,0.032186307130615086,6
7,370.49999662819795,-0.04551418359433292,-0.031531479431524824,-0.08854836929509415,0.13746368061465755,0.1715814498981172,-0.0885650057336937,6
8,369.5000135536283,-0.030008696370830243,0.21474973674134457,-0.2173078677708608,-0.006954989739201156,0.025850009819754598,-0.05548925545835644,6
9,368.49999744621795,-0.03556930630340732,0.07048679826889306,0.09459465230972007,-0.046084386959226446,-0.11800127550377484,-0.12559105962268166,6
10,367.50000022638363,-0.013757089454863133,0.016500172837992415,0.06138790081034542,-0.14741923013258176,0.09187388386497791,0.07613286054438675,6
11,366.50001270818865,-0.03136458835133105,-0.026881216062395616,0.0046508861123774736,-0.10505069318810971,-0.133550953992439,-0.010559885985474428,6
12,365.49999764434557,-0.04608810747546201,-0.03371877421758441,-0.09134574876466553,0.13469975822313002,0.16923669549578665,-0.07909799081407037,6
13,364.49997987075403,0.015146180146687543,0.159946289345197,0.19600022257378658,0.16302454854405785,-0.02553879147871065,0.05012023686328318,6
14,363.50000038622454,0.01546841305451915,0.027029254965737104,-0.05966841329973301,0.031237178418492627,0.039501325109519834,-0.14967527745663162,6
15,362.50000096275784,0.020646663676171143,-0.10708238256048218,0.1317854734654564,0.031239632879624057,-0.03152882502762094,0.04953636522225861,6
16,361.4999902144427,0.048104529871680936,-0.11792450270842043,-0.012722949730261252,0.06609921812769806,0.0008685022929638606,0.01274568221026219,6
17,360.4999963300981,-0.014525508401648304,-0.13095867654946716,0.03251869663365591,-0.006433266346073108,0.07777691745125652,-0.017336235418567478,6
18,359.5000489410927,-0.02312764293209069,-0.03614995198168778,-0.21838839279867808,-0.1473493259748054,-0.08578137908319478,0.245648264857105,6
19,358.50004915823035,-0.023694235204473477,-0.03624059539895833,-0.2191012663464963,-0.14790207698314914,-0.08614522173599165,0.2468058543843979,6
20,357.50004916950195,-0.02372537522258,-0.03624924897723249,-0.219176708351002,-0.14792495409758788,-0.08618337009734325,0.24685433203168966,6
21,356.50004918077354,-0.02375651524068652,-0.03625790255550664,-0.2192521503555077,-0.14794783121202662,-0.08622151845869486,0.24690280967898143,6
22,355.50004919204514,-0.023787655258793037,-0.036266556133780804,-0.21932759236001342,-0.1479707083264654,-0.08625966682004646,0.2469512873262732,6
23,354.50004902886997,-0.02337122037944474,-0.036176032822360135,-0.21889065746226577,-0.14752659397686446,-0.08603473489200741,0.24608364895289708,6
24,353.50004921458833,-0.023849935295006074,-0.03628386329032912,-0.21947847636902484,-0.1480164625553429,-0.08633596354274965,0.24704824262085673,6
25,352.5000492258599,-0.023881075313112596,-0.036292516868603276,-0.2195539183735306,-0.14803933966978164,-0.08637411190410126,0.2470967202681485,6
26,351.5000492371315,-0.02391221533121912,-0.03630117044687744,-0.21962936037803632,-0.1480622167842204,-0.08641226026545286,0.24714519791544026,6
27,350.5000492484031,-0.023943355349325634,-0.036309824025151594,-0.21970480238254203,-0.14808509389865915,-0.08645040862680446,0.24719367556273203,6
28,349.5000492596747,-0.023974495367432156,-0.03631847760342575,-0.21978024438704774,-0.14810797101309792,-0.08648855698815607,0.24724215321002385,6
29,348.50004909649954,-0.023558060488083857,-0.036227954292005066,-0.2193433094893001,-0.147663856663497,-0.08626362506011702,0.24637451483664768,6
30,347.5000492822179,-0.024036775403645193,-0.036335784759974066,-0.21993112839605916,-0.14815372524197543,-0.08656485371085927,0.24733910850460739,6
31,346.5000492934895,-0.024067915421751716,-0.03634443833824823,-0.22000657040056487,-0.14817660235641417,-0.08660300207221087,0.24738758615189915,6
32,345.5000493047611,-0.02409905543985823,-0.03635309191652238,-0.22008201240507064,-0.1481994794708529,-0.08664115043356248,0.24743606379919092,6
33,344.5000493160327,-0.024130195457964753,-0.036361745494796545,-0.22015745440957635,-0.14822235658529168,-0.08667929879491408,0.2474845414464827,6
34,343.5000493273043,-0.02416133547607127,-0.0363703990730707,-0.220232896414082,-0.14824523369973042,-0.08671744715626568,0.24753301909377445,6
35,342.5000491641291,-0.023744900596722972,-0.036279875761650024,-0.2197959615163344,-0.1478011193501295,-0.08649251522822662,0.24666538072039834,6
36,341.5000017345675,-0.016688166251647162,-0.11858430798977448,0.11386039830393284,-0.11130683145259027,0.0960907297454987,0.0666846565425224,6
37,340.50000393123634,-0.008632485043809627,-0.13897312772152465,0.09470899669500962,-0.1305288247495612,0.09957584482712495,0.10105480701366701,6
38,339.499981303484,0.10353187835706722,-0.004301387926633757,0.10381432115651062,0.04922691942169242,0.06269595571106097,0.03784065912027013,6
39,338.50000862485183,0.011809717761889502,-0.14257084463811082,0.07089203777712032,0.049660805047095,-0.04283137228772004,0.08743965628912155,6
40,337.4999988678653,-0.0005569776236648793,0.23325311738740684,0.005988744093279846,-0.005162068167664935,-0.019373297184243042,-0.06089682496900675,6
41,336.50000245643486,-0.030822006536022975,-0.09849576543334464,0.06482535055451259,0.004904747435780471,-0.024984303316866196,0.005223097271565273,6
42,335.49998887534053,-0.0027243851478395732,-0.00930896044222845,0.16901992489077994,-0.21659499229106402,0.022376176017006633,0.00774689627712032,6
43,334.5000126930772,-0.01799800582961881,0.1849277222396399,-0.15051124436153687,0.014958245905142028,0.0020296878774954076,-0.08053002825650193,6
44,333.5000154668689,-0.024122508318803602,-0.045710621042315644,-0.02228873535060857,-0.11100650359433475,-0.14698309858223607,-0.0012079930900588949,6
45,332.5000009146544,-0.020365403770407197,-0.08596643392094984,0.09590153104369334,-0.03315490949351344,-0.1346360098621405,-0.02231437377901791,16
46,331.4999981971547,-0.029991076033283846,-0.10164722488871811,0.13655506226773534,0.0424768366399625,0.08704042624424219,0.022333307630805873,16
47,330.5000146686544,-0.06357717024940844,0.14931416279952273,-0.15508041767038883,-0.07105474906832916,0.0053572195742037235,-0.03268291225816032,16
48,329.5000003327533,-0.032623825844188326,-0.06375099928793898,-0.040671153305937735,0.07370570111084791,-0.10862313871717902,-0.11756944165606752,16
49,328.4999908430541,-0.054165639534958086,-0.01929922049825918,0.08247321097447471,0.009609836658211617,-0.10465734750853667,-0.14844036497090277,16
50,327.5000032017259,-0.03734081021943563,-0.16230539275445474,0.05626057501593201,-0.04430956843751102,0.03179003979610824,0.0329822077942422,16
51,326.5000179839588,-0.02059876056581978,0.16256648686806574,-0.08436706937016712,-0.09655409416223225,-0.1017320415767557,0.019072571764760987,16
52,325.4999990551316,-0.0314061914732227,0.15934792709441908,-0.12018013958093933,-0.03019171503839421,0.07697718294691931,-0.06282238006904439,16
53,324.5000134835375,-0.015770695216234417,-0.11383993431875654,0.019914312124311034,0.07738793831881169,-0.028126995322038134,0.06351236161443109,16
54,323.4999935033759,-0.04913967172782111,-0.10919774882331894,0.13817212256916384,-0.04932616070108162,-0.17766942269690542,-0.10415207638104222,16
55,322.4999871387354,-0.009217195464242874,-0.1300513598324976,0.15761051235203374,-0.03366349057740301,-0.07326241494391435,-0.1264383420398468,16
